timestamp,status
2026-04-09T16:19:02.554288,IDLE
1775740802,BROKEN
1775740862,BROKEN
NOT_A_TIMESTAMP,RUNNING
2026-04-09T16:23:02.554288,RUNNING
1775741042,IDLE
1775741102,BROKEN
1775741162,RUNNING
1775741222,RUNNING
2026-04-09T16:28:02.554288,RUNNING
2026-04-09T16:29:02.554288,BROKEN
2026-04-09T16:30:02.554288,RUNNING
1775741462,BROKEN
1775741522,BROKEN
1775741582,IDLE
2026-04-09T16:34:02.554288,IDLE
2026-04-09T16:35:02.554288,BROKEN
1775741762,BROKEN
2026-04-09T16:37:02.554288,IDLE
2026-04-09T16:38:02.554288,BROKEN
2026-04-09T16:39:02.554288,RUNNING
1775742002,BROKEN
1775742062,RUNNING
1775742122,BROKEN
2026-04-09T16:43:02.554288,RUNNING
2026-04-09T16:44:02.554288,IDLE
2026-04-09T16:45:02.554288,BROKEN
2026-04-09T16:46:02.554288,IDLE
NOT_A_TIMESTAMP,RUNNING
2026-04-09T16:48:02.554288,BROKEN
1775742542,BROKEN
1775742602,IDLE
2026-04-09T16:51:02.554288,RUNNING
1775742722,IDLE
2026-04-09T16:53:02.554288,RUNNING
1775742842,RUNNING
2026-04-09T16:55:02.554288,RUNNING
2026-04-09T16:56:02.554288,RUNNING
1775743022,RUNNING
1775743082,IDLE
1775743142,RUNNING
2026-04-09T17:00:02.554288,IDLE
NOT_A_TIMESTAMP,RUNNING
2026-04-09T17:02:02.554288,RUNNING
2026-04-09T17:03:02.554288,RUNNING
1775743442,IDLE
1775743502,BROKEN
1775743562,IDLE
1775743622,RUNNING
1775743682,RUNNING
1775743742,IDLE
2026-04-09T17:10:02.554288,BROKEN
2026-04-09T17:11:02.554288,IDLE
2026-04-09T17:12:02.554288,BROKEN
2026-04-09T17:13:02.554288,BROKEN
2026-04-09T17:14:02.554288
2026-04-09T17:15:02.554288,IDLE
1775744162,RUNNING
1775744222,IDLE
2026-04-09T17:18:02.554288,BROKEN
2026-04-09T17:19:02.554288,BROKEN
2026-04-09T17:20:02.554288,BROKEN
2026-04-09T17:21:02.554288,IDLE
1775744522,IDLE
1775744582,BROKEN
2026-04-09T17:24:02.554288,RUNNING
1775744702,IDLE
2026-04-09T17:26:02.554288,BROKEN
1775744822,RUNNING
1775744882,RUNNING
2026-04-09T17:29:02.554288,RUNNING
2026-04-09T17:30:02.554288,IDLE
1775745062,IDLE
2026-04-09T17:32:02.554288,RUNNING
2026-04-09T17:33:02.554288,IDLE
1775745242,BROKEN
1775745302,BROKEN
1775745362,IDLE
1775745422,IDLE
2026-04-09T17:38:02.554288,IDLE
2026-04-09T17:39:02.554288,RUNNING
1775745602,IDLE
1775745662,IDLE
1775745722,IDLE
1775745782,IDLE
1775745842,IDLE
2026-04-09T17:45:02.554288,IDLE
2026-04-09T17:46:02.554288,RUNNING
1775746022,BROKEN
1775746082,RUNNING
2026-04-09T17:49:02.554288,BROKEN
1775746202,RUNNING
2026-04-09T17:51:02.554288,RUNNING
2026-04-09T17:52:02.554288,BROKEN
1775746382,RUNNING
2026-04-09T17:54:02.554288,IDLE
2026-04-09T17:55:02.554288,BROKEN
1775746562,BROKEN
1775746622,IDLE
1775746682,IDLE
2026-04-09T17:59:02.554288,BROKEN
2026-04-09T18:00:02.554288,IDLE
1775746862,IDLE
2026-04-09T18:02:02.554288,UNKNOWN_STATUS
2026-04-09T18:03:02.554288,RUNNING
1775747042,IDLE
1775747102,BROKEN
1775747162,BROKEN
2026-04-09T18:07:02.554288,IDLE
1775747282,BROKEN
2026-04-09T18:09:02.554288,IDLE
2026-04-09T18:10:02.554288,RUNNING
2026-04-09T18:11:02.554288,IDLE
2026-04-09T18:12:02.554288,BROKEN
,IDLE
9999-99-99T99:99:99,IDLE
1775747702,BROKEN
1775747762,RUNNING
1775747822,IDLE
1775747882,RUNNING
2026-04-09T18:19:02.554288,IDLE
2026-04-09T18:20:02.554288,BROKEN
2026-04-09T18:21:02.554288,BROKEN
2026-04-09T18:22:02.554288,RUNNING
2026-04-09T18:23:02.554288,RUNNING
1775748242,IDLE
1775748302,RUNNING
2026-04-09T18:26:02.554288,RUNNING
1775748422,IDLE
2026-04-09T18:28:02.554288,RUNNING
2026-04-09T18:29:02.554288,BROKEN
1775748602,BROKEN
2026-04-09T18:31:02.554288,IDLE
1775748722,RUNNING
1775748782,RUNNING
2026-04-09T18:34:02.554288,RUNNING
2026-04-09T18:35:02.554288,BROKEN
2026-04-09T18:36:02.554288,BROKEN
1775749022,RUNNING
1775749082,BROKEN
1775749142,IDLE
1775749202,IDLE
2026-04-09T18:41:02.554288,IDLE
2026-04-09T18:42:02.554288,BROKEN
1775749382,BROKEN
2026-04-09T18:44:02.554288,RUNNING
1775749502,BROKEN
1775749562,RUNNING
1775749622,IDLE
1775749682,RUNNING
2026-04-09T18:49:02.554288
2026-04-09T18:50:02.554288,IDLE
2026-04-09T18:51:02.554288,RUNNING
2026-04-09T18:52:02.554288,BROKEN
1775749982,RUNNING
2026-04-09T18:54:02.554288,IDLE
1775750102,IDLE
1775750162,RUNNING
1775750222,RUNNING
1775750282,RUNNING
1775750342,RUNNING
2026-04-09T19:00:02.554288,BROKEN
2026-04-09T19:01:02.554288,IDLE
1775750522,IDLE
2026-04-09T19:03:02.554288,BROKEN
1775750642,RUNNING
,IDLE
2026-04-09T19:06:02.554288,BROKEN
2026-04-09T19:07:02.554288,IDLE
1775750882,BROKEN
1775750942,BROKEN
1775751002,IDLE
2026-04-09T19:11:02.554288,IDLE
2026-04-09T19:12:02.554288,BROKEN
1775751182,BROKEN
1775751242,RUNNING
1775751302,IDLE
2026-04-09T19:16:02.554288,IDLE
2026-04-09T19:17:02.554288,RUNNING
1775751482,BROKEN
1775751542,RUNNING
1775751602,RUNNING
1775751662,IDLE
2026-04-09T19:22:02.554288,IDLE
1775751782,RUNNING
2026-04-09T19:24:02.554288,IDLE
2026-04-09T19:25:02.554288,RUNNING
2026-04-09T19:26:02.554288,BROKEN
1775752022,RUNNING
2026-04-09T19:28:02.554288,RUNNING
2026-04-09T19:29:02.554288,IDLE
2026-04-09T19:30:02.554288,IDLE
2026-04-09T19:31:02.554288,RUNNING
2026-04-09T19:32:02.554288,BROKEN
1775752382,BROKEN
2026-04-09T19:34:02.554288,IDLE
2026-04-09T19:35:02.554288,BROKEN
1775752562,IDLE
1775752622,IDLE
2026-04-09T19:38:02.554288,RUNNING
2026-04-09T19:39:02.554288,BROKEN
2026-04-09T19:40:02.554288,BROKEN
1775752862,BROKEN
2026-04-09T19:42:02.554288,BROKEN
2026-04-09T19:43:02.554288,BROKEN
2026-04-09T19:44:02.554288,IDLE
1775753102,BROKEN
2026-04-09T19:46:02.554288,RUNNING
2026-04-09T19:47:02.554288,IDLE
1775753282,RUNNING
1775753342,IDLE
1775753402,IDLE
1775753462,BROKEN
2026-04-09T19:52:02.554288,BROKEN
2026-04-09T19:53:02.554288,BROKEN
NOT_A_TIMESTAMP,RUNNING
2026-04-09T19:55:02.554288,IDLE
1775753762,BROKEN
1775753822,BROKEN
1775753882,IDLE
1775753942,BROKEN
1775754002,RUNNING
1775754062,IDLE
1775754122,RUNNING
2026-04-09T20:03:02.554288,RUNNING
1775754242,RUNNING
2026-04-09T20:05:02.554288,IDLE
2026-04-09T20:06:02.554288,BROKEN
2026-04-09T20:07:02.554288,RUNNING
2026-04-09T20:08:02.554288,RUNNING
1775754542,RUNNING
1775754602,BROKEN
1775754662,IDLE
2026-04-09T20:12:02.554288,IDLE
2026-04-09T20:13:02.554288,RUNNING
2026-04-09T20:14:02.554288,IDLE
2026-04-09T20:15:02.554288,BROKEN
1775754962,RUNNING
2026-04-09T20:17:02.554288,BROKEN
2026-04-09T20:18:02.554288,RUNNING
1775755142,IDLE
2026-04-09T20:20:02.554288,RUNNING
2026-04-09T20:21:02.554288,RUNNING
1775755322,RUNNING
1775755382,IDLE
2026-04-09T20:24:02.554288,BROKEN
2026-04-09T20:25:02.554288,RUNNING
2026-04-09T20:26:02.554288,IDLE
1775755622,RUNNING
2026-04-09T20:28:02.554288,BROKEN
2026-04-09T20:29:02.554288,BROKEN
2026-04-09T20:30:02.554288,RUNNING
1775755862,RUNNING
2026-04-09T20:32:02.554288,RUNNING
2026-04-09T20:33:02.554288,IDLE
9999-99-99T99:99:99,IDLE
1775756102,RUNNING
1775756162,IDLE
2026-04-09T20:37:02.554288,BROKEN
2026-04-09T20:38:02.554288,IDLE
2026-04-09T20:39:02.554288,RUNNING
1775756402,BROKEN
2026-04-09T20:41:02.554288,IDLE
2026-04-09T20:42:02.554288,BROKEN
2026-04-09T20:43:02.554288,IDLE
2026-04-09T20:44:02.554288,IDLE
1775756702,IDLE
1775756762,RUNNING
2026-04-09T20:47:02.554288,IDLE
2026-04-09T20:48:02.554288,RUNNING
1775756942,RUNNING
2026-04-09T20:50:02.554288,RUNNING
1775757062,RUNNING
2026-04-09T20:52:02.554288,BROKEN
NOT_A_TIMESTAMP,RUNNING
1775757242,BROKEN
1775757302,BROKEN
2026-04-09T20:56:02.554288,RUNNING
1775757422,BROKEN
9999-99-99T99:99:99,IDLE
2026-04-09T20:59:02.554288,BROKEN
2026-04-09T21:00:02.554288,IDLE
1775757662,IDLE
2026-04-09T21:02:02.554288,BROKEN
1775757782,BROKEN
2026-04-09T21:04:02.554288,BROKEN
2026-04-09T21:05:02.554288,BROKEN
1775757962,BROKEN
1775758022,BROKEN
1775758082,BROKEN
2026-04-09T21:09:02.554288,BROKEN
2026-04-09T21:10:02.554288,IDLE
1775758262,RUNNING
2026-04-09T21:12:02.554288,RUNNING
2026-04-09T21:13:02.554288,RUNNING
2026-04-09T21:14:02.554288,RUNNING
1775758502,RUNNING
1775758562,RUNNING
1775758622,RUNNING
1775758682,RUNNING
1775758742,RUNNING
2026-04-09T21:20:02.554288,BROKEN
2026-04-09T21:21:02.554288,IDLE
2026-04-09T21:22:02.554288,BROKEN
2026-04-09T21:23:02.554288,RUNNING
1775759042,RUNNING
2026-04-09T21:25:02.554288,BROKEN
1775759162,BROKEN
1775759222,IDLE
2026-04-09T21:28:02.554288,RUNNING
2026-04-09T21:29:02.554288,UNKNOWN_STATUS
2026-04-09T21:30:02.554288,IDLE
1775759462,BROKEN
2026-04-09T21:32:02.554288,IDLE
2026-04-09T21:33:02.554288,BROKEN
2026-04-09T21:34:02.554288,IDLE
2026-04-09T21:35:02.554288,RUNNING
1775759762,RUNNING
2026-04-09T21:37:02.554288,IDLE
1775759882,BROKEN
1775759942,BROKEN
2026-04-09T21:40:02.554288,IDLE
1775760062,IDLE
1775760122,BROKEN
2026-04-09T21:43:02.554288,IDLE
2026-04-09T21:44:02.554288,BROKEN
2026-04-09T21:45:02.554288,BROKEN
2026-04-09T21:46:02.554288,IDLE
1775760422,IDLE
2026-04-09T21:48:02.554288,BROKEN
2026-04-09T21:49:02.554288,IDLE
2026-04-09T21:50:02.554288,BROKEN
1775760662,BROKEN
1775760722,BROKEN
2026-04-09T21:53:02.554288,BROKEN
1775760842,BROKEN
1775760902,RUNNING
2026-04-09T21:56:02.554288,BROKEN
1775761022,RUNNING
2026-04-09T21:58:02.554288,IDLE
2026-04-09T21:59:02.554288,IDLE
2026-04-09T22:00:02.554288,BROKEN
1775761262,RUNNING
1775761322,IDLE
1775761382,RUNNING
2026-04-09T22:04:02.554288,RUNNING
2026-04-09T22:05:02.554288,RUNNING
1775761562,BROKEN
2026-04-09T22:07:02.554288,IDLE
1775761682,BROKEN
1775761742,RUNNING
1775761802,BROKEN
1775761862,IDLE
2026-04-09T22:12:02.554288,IDLE
1775761982,BROKEN
1775762042,IDLE
1775762102,RUNNING
2026-04-09T22:16:02.554288,BROKEN
,IDLE
1775762282,BROKEN
1775762342,BROKEN
2026-04-09T22:20:02.554288,RUNNING
1775762462,BROKEN
2026-04-09T22:22:02.554288,BROKEN
1775762582,IDLE
2026-04-09T22:24:02.554288,BROKEN
2026-04-09T22:25:02.554288,RUNNING
1775762762,BROKEN
1775762822,IDLE
2026-04-09T22:28:02.554288,RUNNING
1775762942,IDLE
1775763002,RUNNING
1775763062,IDLE
1775763122,RUNNING
2026-04-09T22:33:02.554288,IDLE
1775763242,RUNNING
2026-04-09T22:35:02.554288,IDLE
1775763362,RUNNING
2026-04-09T22:37:02.554288,BROKEN
1775763482,BROKEN
1775763542,RUNNING
2026-04-09T22:40:02.554288,RUNNING
1775763662,RUNNING
1775763722,IDLE
1775763782,RUNNING
2026-04-09T22:44:02.554288,IDLE
2026-04-09T22:45:02.554288,BROKEN
1775763962,BROKEN
1775764022,BROKEN
2026-04-09T22:48:02.554288,IDLE
1775764142,RUNNING
1775764202,IDLE
2026-04-09T22:51:02.554288,IDLE
1775764322,BROKEN
1775764382,BROKEN
2026-04-09T22:54:02.554288,RUNNING
2026-04-09T22:55:02.554288,BROKEN
2026-04-09T22:56:02.554288,RUNNING
1775764622,IDLE
2026-04-09T22:58:02.554288,RUNNING
1775764742,BROKEN
2026-04-09T23:00:02.554288,IDLE
1775764862,RUNNING
1775764922,IDLE
1775764982,RUNNING
2026-04-09T23:04:02.554288,BROKEN
2026-04-09T23:05:02.554288,RUNNING
1775765162,RUNNING
2026-04-09T23:07:02.554288,BROKEN
9999-99-99T99:99:99,IDLE
2026-04-09T23:09:02.554288,IDLE
1775765402,IDLE
2026-04-09T23:11:02.554288,BROKEN
1775765522,RUNNING
,IDLE
1775765642,BROKEN
2026-04-09T23:15:02.554288,BROKEN
1775765762,BROKEN
1775765822,IDLE
1775765882,BROKEN
2026-04-09T23:19:02.554288,RUNNING
1775766002,BROKEN
2026-04-09T23:21:02.554288,IDLE
2026-04-09T23:22:02.554288,RUNNING
2026-04-09T23:23:02.554288,RUNNING
1775766242,IDLE
1775766302,BROKEN
2026-04-09T23:26:02.554288,IDLE
2026-04-09T23:27:02.554288,RUNNING
1775766482,IDLE
1775766542,BROKEN
2026-04-09T23:30:02.554288,IDLE
2026-04-09T23:31:02.554288,BROKEN
1775766722,IDLE
2026-04-09T23:33:02.554288,RUNNING
1775766842,RUNNING
1775766902,IDLE
1775766962,RUNNING
1775767022,BROKEN
2026-04-09T23:38:02.554288,BROKEN
2026-04-09T23:39:02.554288,BROKEN
1775767202,IDLE
1775767262,BROKEN
1775767322,BROKEN
2026-04-09T23:43:02.554288,RUNNING
2026-04-09T23:44:02.554288,RUNNING
1775767502,RUNNING
2026-04-09T23:46:02.554288,BROKEN
2026-04-09T23:47:02.554288,RUNNING
1775767682,RUNNING
1775767742,RUNNING
2026-04-09T23:50:02.554288,IDLE
1775767862,IDLE
1775767922,BROKEN
2026-04-09T23:53:02.554288,IDLE
2026-04-09T23:54:02.554288,RUNNING
2026-04-09T23:55:02.554288,RUNNING
9999-99-99T99:99:99,IDLE
2026-04-09T23:57:02.554288,IDLE
2026-04-09T23:58:02.554288,IDLE
2026-04-09T23:59:02.554288,RUNNING
1775768402,RUNNING
2026-04-10T00:01:02.554288,BROKEN
2026-04-10T00:02:02.554288,BROKEN
2026-04-10T00:03:02.554288,IDLE
2026-04-10T00:04:02.554288,RUNNING
2026-04-10T00:05:02.554288,BROKEN
2026-04-10T00:06:02.554288,IDLE
2026-04-10T00:07:02.554288,IDLE
1775768882,BROKEN
2026-04-10T00:09:02.554288,RUNNING
1775769002,BROKEN
2026-04-10T00:11:02.554288,RUNNING
1775769122,BROKEN
2026-04-10T00:13:02.554288,IDLE
2026-04-10T00:14:02.554288,BROKEN
2026-04-10T00:15:02.554288,RUNNING
2026-04-10T00:16:02.554288,BROKEN
2026-04-10T00:17:02.554288,BROKEN
9999-99-99T99:99:99,IDLE
1775769542,IDLE
1775769602,RUNNING
1775769662,IDLE
2026-04-10T00:22:02.554288,BROKEN
1775769782,RUNNING
1775769842,RUNNING
1775769902,IDLE
2026-04-10T00:26:02.554288,RUNNING
2026-04-10T00:27:02.554288,BROKEN
2026-04-10T00:28:02.554288,BROKEN
2026-04-10T00:29:02.554288,RUNNING
2026-04-10T00:30:02.554288,IDLE
1775770262,RUNNING
1775770322,RUNNING
1775770382,RUNNING
1775770442,IDLE
2026-04-10T00:35:02.554288,BROKEN
1775770562,IDLE
1775770622,IDLE
1775770682,RUNNING
1775770742,BROKEN
2026-04-10T00:40:02.554288,IDLE
2026-04-10T00:41:02.554288,RUNNING
1775770922,IDLE
1775770982,BROKEN
2026-04-10T00:44:02.554288,RUNNING
1775771102,BROKEN
2026-04-10T00:46:02.554288,IDLE
2026-04-10T00:47:02.554288,RUNNING
1775771282,RUNNING
2026-04-10T00:49:02.554288,IDLE
1775771402,RUNNING
2026-04-10T00:51:02.554288,BROKEN
1775771522,IDLE
2026-04-10T00:53:02.554288,IDLE
1775771642,IDLE
1775771702,IDLE
1775771762,RUNNING
1775771822,RUNNING
2026-04-10T00:58:02.554288,IDLE
2026-04-10T00:59:02.554288,RUNNING
1775772002,RUNNING
1775772062,RUNNING
2026-04-10T01:02:02.554288,IDLE
1775772182,IDLE
1775772242,BROKEN
2026-04-10T01:05:02.554288,BROKEN
2026-04-10T01:06:02.554288,RUNNING
1775772422,RUNNING
1775772482,BROKEN
2026-04-10T01:09:02.554288,BROKEN
1775772602,RUNNING
1775772662,IDLE
2026-04-10T01:12:02.554288,IDLE
NOT_A_TIMESTAMP,RUNNING
1775772842,BROKEN
1775772902,BROKEN
2026-04-10T01:16:02.554288,BROKEN
2026-04-10T01:17:02.554288,BROKEN
1775773082,RUNNING
2026-04-10T01:19:02.554288,RUNNING
2026-04-10T01:20:02.554288,RUNNING
2026-04-10T01:21:02.554288,UNKNOWN_STATUS
1775773322,RUNNING
1775773382,IDLE
1775773442,BROKEN
2026-04-10T01:25:02.554288,BROKEN
2026-04-10T01:26:02.554288,BROKEN
1775773622,BROKEN
2026-04-10T01:28:02.554288,BROKEN
2026-04-10T01:29:02.554288,BROKEN
2026-04-10T01:30:02.554288,BROKEN
1775773862,IDLE
2026-04-10T01:32:02.554288,IDLE
2026-04-10T01:33:02.554288,RUNNING
2026-04-10T01:34:02.554288,IDLE
1775774102,IDLE
2026-04-10T01:36:02.554288,RUNNING
2026-04-10T01:37:02.554288,BROKEN
1775774282,IDLE
1775774342,BROKEN
2026-04-10T01:40:02.554288,BROKEN
2026-04-10T01:41:02.554288,IDLE
2026-04-10T01:42:02.554288,BROKEN
2026-04-10T01:43:02.554288,BROKEN
1775774642,IDLE
1775774702,BROKEN
1775774762,BROKEN
2026-04-10T01:47:02.554288,RUNNING
2026-04-10T01:48:02.554288,RUNNING
1775774942,BROKEN
2026-04-10T01:50:02.554288,IDLE
2026-04-10T01:51:02.554288,BROKEN
1775775122,RUNNING
2026-04-10T01:53:02.554288,RUNNING
1775775242,BROKEN
1775775302,RUNNING
2026-04-10T01:56:02.554288,BROKEN
2026-04-10T01:57:02.554288,RUNNING
1775775482,IDLE
2026-04-10T01:59:02.554288,RUNNING
1775775602,BROKEN
1775775662,RUNNING
1775775722,IDLE
1775775782,IDLE
2026-04-10T02:04:02.554288,IDLE
2026-04-10T02:05:02.554288
1775775962,RUNNING
2026-04-10T02:07:02.554288,BROKEN
1775776082,IDLE
1775776142,RUNNING
2026-04-10T02:10:02.554288,IDLE
1775776262,IDLE
1775776322,BROKEN
1775776382,IDLE
1775776442,RUNNING
2026-04-10T02:15:02.554288,IDLE
2026-04-10T02:16:02.554288,BROKEN
2026-04-10T02:17:02.554288,RUNNING
2026-04-10T02:18:02.554288,BROKEN
2026-04-10T02:19:02.554288,BROKEN
2026-04-10T02:20:02.554288,IDLE
1775776862,RUNNING
1775776922,RUNNING
2026-04-10T02:23:02.554288,BROKEN
1775777042,RUNNING
1775777102,RUNNING
1775777162,BROKEN
1775777222,IDLE
2026-04-10T02:28:02.554288,IDLE
1775777342,RUNNING
NOT_A_TIMESTAMP,RUNNING
2026-04-10T02:31:02.554288,UNKNOWN_STATUS
2026-04-10T02:32:02.554288,BROKEN
9999-99-99T99:99:99,IDLE
1775777642,BROKEN
1775777702,RUNNING
1775777762,BROKEN
1775777822,RUNNING
1775777882,BROKEN
2026-04-10T02:39:02.554288,RUNNING
2026-04-10T02:40:02.554288,BROKEN
1775778062,BROKEN
2026-04-10T02:42:02.554288,BROKEN
2026-04-10T02:43:02.554288,BROKEN
1775778242,IDLE
1775778302,RUNNING
2026-04-10T02:46:02.554288,BROKEN
2026-04-10T02:47:02.554288,IDLE
1775778482,RUNNING
2026-04-10T02:49:02.554288,RUNNING
1775778602,RUNNING
2026-04-10T02:51:02.554288,IDLE
2026-04-10T02:52:02.554288,RUNNING
,IDLE
1775778842,BROKEN
1775778902,IDLE
1775778962,RUNNING
1775779022,BROKEN
1775779082,RUNNING
2026-04-10T02:59:02.554288,IDLE
1775779202,RUNNING
2026-04-10T03:01:02.554288,IDLE
1775779322,RUNNING
1775779382,IDLE
1775779442,IDLE
1775779502,IDLE
2026-04-10T03:06:02.554288,IDLE
2026-04-10T03:07:02.554288,BROKEN
1775779682,BROKEN
2026-04-10T03:09:02.554288,BROKEN
2026-04-10T03:10:02.554288,BROKEN
1775779862,RUNNING
1775779922,BROKEN
2026-04-10T03:13:02.554288,BROKEN
1775780042,IDLE
2026-04-10T03:15:02.554288,BROKEN
1775780162,IDLE
1775780222,BROKEN
1775780282,IDLE
1775780342,IDLE
2026-04-10T03:20:02.554288,IDLE
2026-04-10T03:21:02.554288,BROKEN
2026-04-10T03:22:02.554288,BROKEN
1775780582,RUNNING
1775780642,IDLE
2026-04-10T03:25:02.554288,IDLE
2026-04-10T03:26:02.554288,RUNNING
2026-04-10T03:27:02.554288
1775780882,IDLE
2026-04-10T03:29:02.554288,RUNNING
2026-04-10T03:30:02.554288,BROKEN
1775781062,BROKEN
1775781122,IDLE
2026-04-10T03:33:02.554288,RUNNING
1775781242,BROKEN
2026-04-10T03:35:02.554288,IDLE
2026-04-10T03:36:02.554288,IDLE
1775781422,IDLE
1775781482,RUNNING
2026-04-10T03:39:02.554288,BROKEN
2026-04-10T03:40:02.554288,IDLE
1775781662,RUNNING
2026-04-10T03:42:02.554288,UNKNOWN_STATUS
2026-04-10T03:43:02.554288,RUNNING
,IDLE
1775781902,RUNNING
1775781962,IDLE
1775782022,BROKEN
2026-04-10T03:48:02.554288,BROKEN
1775782142,RUNNING
2026-04-10T03:50:02.554288,IDLE
2026-04-10T03:51:02.554288,RUNNING
2026-04-10T03:52:02.554288,BROKEN
2026-04-10T03:53:02.554288,RUNNING
1775782442,IDLE
1775782502,BROKEN
1775782562,IDLE
1775782622,IDLE
NOT_A_TIMESTAMP,RUNNING
2026-04-10T03:59:02.554288,RUNNING
1775782802,IDLE
2026-04-10T04:01:02.554288,IDLE
1775782922,BROKEN
2026-04-10T04:03:02.554288,BROKEN
1775783042,BROKEN
2026-04-10T04:05:02.554288,IDLE
1775783162,IDLE
2026-04-10T04:07:02.554288,IDLE
1775783282,RUNNING
2026-04-10T04:09:02.554288,UNKNOWN_STATUS
1775783402,IDLE
1775783462,RUNNING
1775783522,RUNNING
1775783582,BROKEN
2026-04-10T04:14:02.554288,RUNNING
NOT_A_TIMESTAMP,RUNNING
2026-04-10T04:16:02.554288,RUNNING
2026-04-10T04:17:02.554288,BROKEN
2026-04-10T04:18:02.554288,RUNNING
